miRNA_ID	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0HK-11A-11R-A090-13	TCGA-BH-A0HK-11A-11R-A090-13
hsa-mir-320b-2	15	3.502618	10	3.873448	7	3.473687	1	0.537715	11	4.320014	15	6.356398	19	6.392003	11	5.441994	24	8.271951	20	6.461656	15	5.414916	37	10.369557	14	4.433875	3	1.292331
hsa-mir-320c-1	2	0.467016	3	1.162034	2	0.992482	2	1.07543	3	1.178186	2	0.84752	3	1.009264	1	0.494727	3	1.033994	1	0.323083	3	1.082983	3	0.840775	5	1.583527	9	3.876994
hsa-mir-320c-2	0	0	1	0.387345	0	0	0	0	1	0.392729	5	2.118799	0	0	0	0	3	1.033994	0	0	0	0	5	1.401291	1	0.316705	0	0
hsa-mir-320d-1	2	0.467016	1	0.387345	2	0.992482	0	0	1	0.392729	1	0.42376	1	0.336421	0	0	7	2.412653	4	1.292331	0	0	2	0.560517	0	0	1	0.430777
hsa-mir-320d-2	0	0	2	0.77469	1	0.496241	1	0.537715	2	0.785457	1	0.42376	3	1.009264	0	0	5	1.723323	2	0.646166	2	0.721989	1	0.280258	6	1.900232	1	0.430777
hsa-mir-320e	0	0	1	0.387345	0	0	0	0	1	0.392729	0	0	1	0.336421	2	0.989453	4	1.378659	1	0.323083	0	0	0	0	1	0.316705	0	0
hsa-mir-323a	9	2.101571	3	1.162034	3	1.488723	4	2.15086	33	12.960042	77	32.629511	7	2.354949	10	4.947267	20	6.893293	55	17.769553	51	18.410715	40	11.210332	7	2.216937	2	0.861554
hsa-mir-323b	5	1.167539	2	0.77469	2	0.992482	0	0	25	9.818214	32	13.560316	6	2.018527	3	1.48418	6	2.067988	24	7.753987	26	9.385855	10	2.802583	3	0.950116	2	0.861554
hsa-mir-324	35	8.172775	20	7.746896	35	17.368434	18	9.678871	40	15.709142	46	19.492954	93	31.287175	31	15.336528	60	20.679879	55	17.769553	55	19.854693	59	16.53524	58	18.36891	19	8.184765
hsa-mir-325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-326	32	7.472252	22	8.521586	15	7.443615	4	2.15086	16	6.283657	21	8.898957	25	8.410531	20	9.894534	58	19.990549	33	10.661732	46	16.605743	26	7.286716	36	11.401393	10	4.307771
hsa-mir-328	67	15.645027	108	41.833241	81	40.195519	15	8.065726	122	47.912883	140	59.326383	165	55.509503	63	31.167783	210	72.379575	140	45.231589	130	46.929273	187	52.408302	111	35.154294	67	28.862068
hsa-mir-329-1	6	1.401047	3	1.162034	0	0	0	0	2	0.785457	9	3.813839	2	0.672842	0	0	3	1.033994	3	0.969248	3	1.082983	3	0.840775	2	0.633411	0	0
hsa-mir-329-2	4	0.934031	3	1.162034	2	0.992482	0	0	2	0.785457	7	2.966319	2	0.672842	1	0.494727	4	1.378659	9	2.907745	8	2.887955	6	1.68155	1	0.316705	1	0.430777
hsa-mir-330	103	24.05131	36	13.944414	25	12.406024	32	17.206882	27	10.603671	44	18.645435	40	13.456849	55	27.209969	73	25.160519	39	12.600228	70	25.269609	58	16.254981	40	12.668214	23	9.907874
hsa-mir-331	23	5.370681	15	5.810172	17	8.436097	7	3.764005	38	14.923685	35	14.831596	24	8.07411	23	11.378714	55	18.956555	41	13.246394	37	13.356793	45	12.611623	36	11.401393	19	8.184765
hsa-mir-335	710	165.790584	655	253.71086	465	230.752053	230	123.674465	369	144.916836	784	332.227744	575	193.442208	226	111.808236	465	160.269059	298	96.278668	506	182.663171	703	197.021583	486	153.918801	227	97.786409
hsa-mir-337	276	64.448171	153	59.263758	105	52.105302	61	32.800619	267	104.858523	549	232.644173	146	49.1175	160	79.156273	196	67.55427	473	152.818154	487	175.804277	409	114.625644	179	56.690258	118	50.831701
hsa-mir-338	535	124.926708	317	122.788309	266	132.000099	223	119.91046	391	153.556864	407	172.47027	414	139.27839	311	153.860006	820	282.625007	581	187.711094	427	154.144613	474	132.842433	410	129.849194	522	224.865662
hsa-mir-339	65	15.178011	51	19.754586	51	25.30829	74	39.790915	65	25.527356	64	27.120632	169	56.855188	47	23.252155	266	91.680795	95	30.692864	62	22.381653	64	17.936531	78	24.703017	68	29.292845
hsa-mir-33a	12	2.802094	2	0.77469	5	2.481205	6	3.22629	19	7.461842	14	5.932638	61	20.521695	11	5.441994	42	14.475915	11	3.553911	24	8.663866	41	11.49059	13	4.11717	11	4.738548
hsa-mir-33b	3	0.700524	0	0	1	0.496241	0	0	3	1.178186	0	0	2	0.672842	8	3.957814	7	2.412653	4	1.292331	8	2.887955	5	1.401291	2	0.633411	2	0.861554
hsa-mir-340	56	13.07644	14	5.422828	12	5.954892	48	25.810323	25	9.818214	23	9.746477	28	9.419794	28	13.852348	43	14.82058	33	10.661732	34	12.27381	34	9.528782	40	12.668214	20	8.615543
hsa-mir-342	553	129.129849	236	91.413379	283	140.436196	150	80.65726	332	130.385879	462	195.777063	507	170.565564	278	137.534025	5111	1761.580991	665	214.850048	471	170.028367	715	200.384683	863	273.316719	170	73.232112
hsa-mir-345	8	1.868063	5	1.936724	11	5.458651	8	4.301721	10	3.927286	10	4.237599	53	17.830325	9	4.45254	12	4.135976	18	5.81549	13	4.692927	21	5.885424	26	8.234339	5	2.153886
hsa-mir-346	0	0	0	0	0	0	0	0	0	0	1	0.42376	0	0	0	0	1	0.344665	1	0.323083	2	0.721989	0	0	1	0.316705	0	0
hsa-mir-34a	279	65.148694	211	81.729758	153	75.924869	125	67.214383	200	78.54571	327	138.56948	349	117.41101	184	91.029714	623	214.726073	277	89.49393	344	124.182077	346	96.969371	265	83.926918	156	67.201232
hsa-mir-34b	2	0.467016	1	0.387345	1	0.496241	0	0	4	1.570914	12	5.085119	7	2.354949	3	1.48418	11	3.791311	5	1.615414	2	0.721989	3	0.840775	6	1.900232	3	1.292331
hsa-mir-34c	49	11.441885	21	8.134241	9	4.466169	18	9.678871	28	10.996399	39	16.526635	39	13.120428	19	9.399807	63	21.713873	44	14.215642	48	17.327732	59	16.53524	50	15.835268	15	6.461657
hsa-mir-3529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3605	4	0.934031	2	0.77469	4	1.984964	0	0	7	2.7491	13	5.508878	6	2.018527	5	2.473634	11	3.791311	3	0.969248	11	3.970939	10	2.802583	5	1.583527	10	4.307771
hsa-mir-3606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3607	37	8.639791	75	29.050862	138	68.481254	7	3.764005	250	98.182138	282	119.500285	295	99.244263	163	80.640453	304	104.778051	215	69.462797	175	63.174022	1045	292.869921	170	53.83991	212	91.324752
hsa-mir-3609	0	0	1	0.387345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280258	1	0.316705	0	0
hsa-mir-361	1026	239.579069	645	249.837412	510	253.082897	459	246.811215	525	206.18249	590	250.018328	720	242.223287	368	182.059429	1192	410.840254	685	221.311703	735	265.330891	923	258.678408	1017	322.089343	502	216.25012
hsa-mir-3610	3	0.700524	3	1.162034	0	0	0	0	0	0	0	0	0	0	2	0.989453	3	1.033994	0	0	1	0.360994	6	1.68155	4	1.266821	0	0
hsa-mir-3611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.633411	0	0
hsa-mir-3612	0	0	1	0.387345	1	0.496241	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323083	0	0	0	0	0	0	2	0.861554
hsa-mir-3613	23	5.370681	6	2.324069	4	1.984964	21	11.292016	14	5.4982	12	5.085119	26	8.746952	12	5.93672	8	2.757317	9	2.907745	19	6.858894	14	3.923616	11	3.483759	12	5.169326
hsa-mir-3614	6	1.401047	1	0.387345	5	2.481205	4	2.15086	5	1.963643	1	0.42376	0	0	5	2.473634	0	0	2	0.646166	4	1.443978	2	0.560517	3	0.950116	1	0.430777
hsa-mir-3615	7	1.634555	8	3.098759	3	1.488723	3	1.613145	3	1.178186	11	4.661359	5	1.682106	9	4.45254	8	2.757317	6	1.938497	10	3.609944	3	0.840775	6	1.900232	6	2.584663
hsa-mir-3616	0	0	1	0.387345	0	0	0	0	0	0	1	0.42376	1	0.336421	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3619	0	0	0	0	1	0.496241	0	0	0	0	1	0.42376	0	0	0	0	0	0	0	0	0	0	1	0.280258	1	0.316705	0	0
hsa-mir-362	25	5.837697	18	6.972207	12	5.954892	11	5.914866	13	5.105471	19	8.051438	23	7.737688	5	2.473634	13	4.48064	28	9.046318	15	5.414916	11	3.082841	22	6.967518	12	5.169326
hsa-mir-3620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323083	0	0	1	0.280258	0	0	0	0
hsa-mir-3621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3622a	3	0.700524	1	0.387345	3	1.488723	0	0	1	0.392729	1	0.42376	0	0	1	0.494727	0	0	1	0.323083	0	0	2	0.560517	0	0	0	0
hsa-mir-3622b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-363	20	4.670157	24	9.296276	19	9.428579	29	15.593737	3	1.178186	10	4.237599	34	11.438322	16	7.915627	20	6.893293	11	3.553911	12	4.331933	55	15.414206	8	2.533643	14	6.03088
hsa-mir-3646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3648	1	0.233508	2	0.77469	0	0	1	0.537715	7	2.7491	2	0.84752	0	0	2	0.989453	2	0.689329	1	0.323083	0	0	2	0.560517	2	0.633411	0	0
hsa-mir-3649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323083	0	0	0	0	1	0.316705	0	0
hsa-mir-3651	0	0	0	0	0	0	0	0	1	0.392729	0	0	1	0.336421	1	0.494727	4	1.378659	4	1.292331	0	0	2	0.560517	2	0.633411	2	0.861554
hsa-mir-3652	1	0.233508	0	0	0	0	0	0	2	0.785457	0	0	0	0	1	0.494727	1	0.344665	0	0	1	0.360994	0	0	1	0.316705	0	0
hsa-mir-3653	7	1.634555	20	7.746896	18	8.932338	8	4.301721	17	6.676385	22	9.322717	41	13.79327	16	7.915627	54	18.611891	26	8.400152	17	6.136905	88	24.66273	35	11.084687	20	8.615543
hsa-mir-3654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.360994	0	0	0	0	0	0
hsa-mir-3655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323083	0	0	1	0.280258	0	0	0	0
hsa-mir-3656	0	0	0	0	0	0	1	0.537715	1	0.392729	0	0	0	0	1	0.494727	1	0.344665	1	0.323083	1	0.360994	0	0	2	0.633411	0	0
hsa-mir-3657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.430777
hsa-mir-365a	307	71.686915	608	235.505653	264	131.007617	214	115.071024	132	51.840169	295	125.009164	203	68.29351	156	77.177366	267	92.02546	176	56.862569	224	80.862748	269	75.389482	498	157.719265	103	44.370044
hsa-mir-365b	307	71.686915	607	235.118309	269	133.488822	212	113.995594	132	51.840169	295	125.009164	200	67.284246	156	77.177366	271	93.404118	176	56.862569	225	81.223742	267	74.828965	499	158.035971	101	43.50849
hsa-mir-3660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-3663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3664	0	0	0	0	0	0	0	0	0	0	0	0	2	0.672842	2	0.989453	0	0	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-3665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3667	1	0.233508	0	0	1	0.496241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-3668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3670-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3670-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3677	3	0.700524	3	1.162034	4	1.984964	3	1.613145	3	1.178186	5	2.118799	4	1.345685	4	1.978907	6	2.067988	7	2.261579	7	2.526961	2	0.560517	2	0.633411	5	2.153886
hsa-mir-3678	1	0.233508	1	0.387345	0	0	1	0.537715	2	0.785457	0	0	1	0.336421	1	0.494727	2	0.689329	0	0	0	0	1	0.280258	1	0.316705	1	0.430777
hsa-mir-3679	0	0	1	0.387345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-3680-1	1	0.233508	0	0	0	0	2	1.07543	0	0	0	0	1	0.336421	0	0	0	0	0	0	0	0	0	0	0	0	1	0.430777
hsa-mir-3680-2	0	0	0	0	0	0	1	0.537715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.633411	0	0
hsa-mir-3681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3682	0	0	1	0.387345	1	0.496241	1	0.537715	2	0.785457	0	0	0	0	1	0.494727	0	0	2	0.646166	2	0.721989	2	0.560517	1	0.316705	1	0.430777
hsa-mir-3683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3684	0	0	0	0	1	0.496241	0	0	1	0.392729	0	0	1	0.336421	1	0.494727	0	0	0	0	1	0.360994	0	0	0	0	0	0
hsa-mir-3685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3687	0	0	0	0	0	0	0	0	1	0.392729	0	0	0	0	3	1.48418	1	0.344665	2	0.646166	0	0	3	0.840775	0	0	1	0.430777
hsa-mir-3688-1	1	0.233508	0	0	0	0	1	0.537715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3688-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3689a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3689b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3689c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3689d-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3689d-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3689e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3689f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-369	77	17.980106	22	8.521586	18	8.932338	50	26.885753	62	24.34917	83	35.17207	46	15.475377	32	15.831255	32	11.029269	67	21.646546	80	28.879553	68	19.057564	32	10.134571	24	10.338651
hsa-mir-3690-1	3	0.700524	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494727	0	0	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-3690-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3691	0	0	0	0	0	0	0	0	1	0.392729	0	0	0	0	2	0.989453	0	0	0	0	0	0	1	0.280258	0	0	1	0.430777
hsa-mir-3692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-370	71	16.579058	37	14.331759	16	7.939856	30	16.131452	131	51.44744	163	69.07286	28	9.419794	39	19.294342	45	15.509909	112	36.185271	127	45.84629	59	16.53524	52	16.468678	33	14.215645
hsa-mir-3713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-371a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-371b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.360994	0	0	0	0	0	0
hsa-mir-372	0	0	1	0.387345	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	2	0.646166	0	0	0	0	0	0	0	0
hsa-mir-373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-374a	3890	908.345594	935	362.167411	868	430.737166	2660	1430.322075	1438	564.743658	880	372.908692	1872	629.780546	1642	812.341255	2768	954.031732	1581	510.793873	2022	729.930696	1596	447.292242	1139	360.727396	1232	530.717425
hsa-mir-374b	263	61.412568	184	71.271448	182	90.315857	364	195.728284	216	84.829367	149	63.140222	316	106.309109	111	54.914665	339	116.841314	208	67.201218	189	68.227943	365	102.294278	212	67.141535	106	45.662376
hsa-mir-374c	14	3.26911	10	3.873448	10	4.96241	0	0	22	8.640028	22	9.322717	11	3.700634	3	1.48418	49	16.888568	2	0.646166	15	5.414916	16	4.484133	9	2.850348	6	2.584663
hsa-mir-375	29975	6999.39825	27680	10721.704751	16510	8192.938491	4446	2390.681183	10416	4090.660601	29338	12432.267281	31096	10461.35462	34306	16972.094445	35524	12243.866779	50153	16203.570582	34226	12355.394664	37297	10452.793713	90309	28601.343654	16313	7027.267331
hsa-mir-376a-1	8	1.868063	4	1.549379	3	1.488723	3	1.613145	5	1.963643	10	4.237599	2	0.672842	2	0.989453	10	3.446646	4	1.292331	5	1.804972	9	2.522325	5	1.583527	1	0.430777
hsa-mir-376a-2	7	1.634555	1	0.387345	1	0.496241	1	0.537715	2	0.785457	3	1.27128	1	0.336421	0	0	2	0.689329	2	0.646166	2	0.721989	1	0.280258	0	0	0	0
hsa-mir-376b	2	0.467016	5	1.936724	2	0.992482	6	3.22629	7	2.7491	8	3.390079	5	1.682106	2	0.989453	8	2.757317	12	3.876993	14	5.053922	4	1.121033	5	1.583527	0	0
hsa-mir-376c	32	7.472252	16	6.197517	19	9.428579	32	17.206882	34	13.352771	47	19.916714	44	14.802534	23	11.378714	45	15.509909	67	21.646546	60	21.659665	67	18.777306	20	6.334107	8	3.446217
hsa-mir-377	16	3.736126	11	4.260793	13	6.451133	24	12.905162	28	10.996399	68	28.815672	18	6.055582	11	5.441994	50	17.233232	38	12.277146	43	15.52276	42	11.770848	19	6.017402	6	2.584663
hsa-mir-378a	807	188.440847	1205	466.750514	805	399.473985	752	404.36173	461	181.047863	991	419.946038	791	266.109194	430	212.732484	820	282.625007	441	142.479505	924	333.558835	927	259.799442	1143	361.994218	394	169.726189
hsa-mir-378b	0	0	1	0.387345	1	0.496241	0	0	0	0	0	0	1	0.336421	0	0	0	0	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-378c	48	11.208378	53	20.529276	38	18.857157	28	15.056022	40	15.709142	59	25.001833	42	14.129692	19	9.399807	31	10.684604	27	8.723235	39	14.078782	100	28.02583	48	15.201857	28	12.06176
hsa-mir-378d-1	1	0.233508	2	0.77469	2	0.992482	1	0.537715	1	0.392729	0	0	2	0.672842	0	0	2	0.689329	0	0	2	0.721989	2	0.560517	2	0.633411	0	0
hsa-mir-378d-2	0	0	2	0.77469	0	0	0	0	2	0.785457	1	0.42376	2	0.672842	1	0.494727	3	1.033994	1	0.323083	2	0.721989	2	0.560517	1	0.316705	0	0
hsa-mir-378e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-378f	3	0.700524	3	1.162034	0	0	0	0	1	0.392729	0	0	1	0.336421	0	0	1	0.344665	0	0	0	0	2	0.560517	1	0.316705	0	0
hsa-mir-378g	0	0	0	0	1	0.496241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-378h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-378i	0	0	0	0	0	0	0	0	1	0.392729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-378j	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-379	10075	2352.591739	3950	1530.012058	3489	1731.38476	7106	3821.003258	8197	3219.195943	11642	4933.412492	4508	1516.586912	4963	2455.328652	1848	636.94026	10157	3281.55178	12142	4383.194122	7816	2190.498851	4535	1436.258772	4011	1727.847071
hsa-mir-380	5	1.167539	3	1.162034	3	1.488723	7	3.764005	1	0.392729	9	3.813839	2	0.672842	0	0	3	1.033994	6	1.938497	8	2.887955	4	1.121033	0	0	2	0.861554
hsa-mir-381	223	52.072254	152	58.876413	160	79.398556	104	55.922367	228	89.54211	284	120.347805	197	66.274983	254	125.660584	267	92.02546	541	174.787783	400	144.397764	488	136.766049	129	40.85499	144	62.031907
hsa-mir-382	116	27.086912	39	15.106448	51	25.30829	51	27.423468	221	86.79301	355	150.434756	61	20.521695	88	43.53595	85	29.296495	227	73.339791	243	87.721642	185	51.847785	72	22.802785	55	23.692742
hsa-mir-383	4	0.934031	19	7.359552	8	3.969928	14	7.528011	15	5.890928	32	13.560316	7	2.354949	1	0.494727	8	2.757317	12	3.876993	17	6.136905	24	6.726199	61	19.319026	7	3.01544
hsa-mir-384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3909	3	0.700524	2	0.77469	2	0.992482	0	0	0	0	2	0.84752	2	0.672842	0	0	0	0	1	0.323083	2	0.721989	0	0	0	0	0	0
hsa-mir-3910-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3910-2	0	0	0	0	2	0.992482	0	0	0	0	0	0	1	0.336421	0	0	0	0	0	0	0	0	0	0	2	0.633411	0	0
hsa-mir-3911	0	0	0	0	0	0	2	1.07543	0	0	1	0.42376	1	0.336421	0	0	0	0	1	0.323083	0	0	0	0	0	0	0	0
hsa-mir-3912	1	0.233508	2	0.77469	0	0	2	1.07543	1	0.392729	3	1.27128	3	1.009264	0	0	0	0	3	0.969248	0	0	3	0.840775	3	0.950116	2	0.861554
hsa-mir-3913-1	13	3.035602	6	2.324069	10	4.96241	5	2.688575	6	2.356371	9	3.813839	12	4.037055	6	2.96836	6	2.067988	11	3.553911	8	2.887955	6	1.68155	13	4.11717	4	1.723109
hsa-mir-3913-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3914-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494727	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3914-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3915	0	0	0	0	0	0	0	0	1	0.392729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
