miRNA_ID	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-A7-A0D9-11A-53R-A090-13	TCGA-A7-A0D9-11A-53R-A090-13	TCGA-A7-A0DB-11A-33R-A090-13	TCGA-A7-A0DB-11A-33R-A090-13	TCGA-A7-A0DC-11A-41R-A090-13	TCGA-A7-A0DC-11A-41R-A090-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0HK-11A-11R-A090-13	TCGA-BH-A0HK-11A-11R-A090-13
miRNA_ID	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped
hsa-mir-495	62	14.480571	15	6.981609	100	48.480641	18	10.603117	32	12.399837	40	19.855107	23	12.371079	71	27.889839	141	59.780086	37	12.451708	39	19.300252	25	8.619287	97	31.345724	79	28.526467	92	25.791339	38	12.039631	15	6.463219
hsa-mir-496	21	4.90471	4	1.861762	18	8.726515	1	0.589062	8	3.099959	8	3.971021	6	3.227238	30	11.784439	48	20.350667	2	0.673065	7	3.464148	4	1.379086	26	8.401947	41	14.804875	16	4.48545	6	1.900994	6	2.585288
hsa-mir-497	113	26.392009	59	27.460994	156	75.6298	64	37.699972	130	50.374339	112	55.594301	74	39.802601	171	67.171303	187	79.282809	301	101.296324	94	46.518556	630	217.206027	175	56.551563	198	71.496715	257	72.047544	170	53.861506	113	48.689582
hsa-mir-498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-499	0	0	1	0.465441	1	0.484806	0	0	2	0.77499	1	0.496378	4	2.151492	2	0.785629	2	0.847944	0	0	0	0	1	0.344771	2	0.646304	1	0.361095	4	1.121363	1	0.316832	1	0.430881
hsa-mir-500a	904	211.136073	738	343.495142	800	387.845128	395	232.679514	433	167.7853	357	177.206833	189	101.657993	570	223.904342	628	266.254566	415	139.661044	374	185.084468	383	132.047474	470	151.881341	554	200.046365	513	143.814746	714	226.218323	412	177.523079
hsa-mir-500b	9	2.102018	11	5.119846	15	7.272096	4	2.356248	3	1.162485	8	3.971021	1	0.537873	6	2.356888	3	1.271917	5	1.682663	1	0.494878	11	3.792486	2	0.646304	4	1.444378	4	1.121363	4	1.26733	1	0.430881
hsa-mir-501	186	43.441714	181	84.244744	209	101.32454	84	49.481213	98	37.974502	63	31.271794	47	25.28003	84	32.996429	114	48.332835	50	16.826632	54	26.723426	74	25.513089	80	25.852143	83	29.970845	58	16.259757	150	47.524858	63	27.145519
hsa-mir-502	29	6.77317	23	10.705133	41	19.877063	16	9.424993	12	4.649939	13	6.45291	19	10.219587	15	5.89222	8	3.391778	14	4.711457	5	2.474391	38	13.101316	16	5.170429	19	6.860796	20	5.606813	22	6.970312	19	8.186744
hsa-mir-503	30	7.006728	9	4.188965	24	11.635354	5	2.94531	3	1.162485	10	4.963777	2	1.075746	86	33.782059	62	26.286279	19	6.39412	13	6.433417	7	2.4134	79	25.528991	81	29.248656	41	11.493966	15	4.752486	4	1.723525
hsa-mir-504	2	0.467115	10	4.654406	10	4.848064	1	0.589062	6	2.32497	4	1.985511	1	0.537873	6	2.356888	4	1.695889	4	1.346131	3	1.484635	1	0.344771	1	0.323152	5	1.805473	2	0.560681	1	0.316832	1	0.430881
hsa-mir-505	91	21.253742	121	56.318309	206	99.87012	64	37.699972	103	39.911977	58	28.789906	22	11.833206	112	43.995239	80	33.917779	129	43.41271	50	24.743913	161	55.508207	90	29.083661	86	31.054129	129	36.163942	142	44.990199	60	25.852876
hsa-mir-506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.392815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494878	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-508	14	3.269806	5	2.327203	4	1.939226	6	3.534372	9	3.487454	9	4.467399	18	9.681714	20	7.856293	13	5.511639	12	4.038392	18	8.907809	8	2.758172	8	2.585214	24	8.666268	31	8.69056	22	6.970312	8	3.44705
hsa-mir-509-1	6	1.401346	3	1.396322	5	2.424032	2	1.178124	2	0.77499	3	1.489133	3	1.613619	3	1.178444	1	0.423972	4	1.346131	6	2.96927	1	0.344771	3	0.969455	6	2.166567	5	1.401703	6	1.900994	6	2.585288
hsa-mir-509-2	5	1.167788	1	0.465441	3	1.454419	2	1.178124	3	1.162485	2	0.992755	3	1.613619	5	1.964073	5	2.119861	6	2.019196	2	0.989757	3	1.034314	8	2.585214	3	1.083284	1	0.280341	1	0.316832	4	1.723525
hsa-mir-509-3	3	0.700673	3	1.396322	0	0	3	1.767186	4	1.54998	3	1.489133	4	2.151492	3	1.178444	2	0.847944	8	2.692261	4	1.979513	1	0.344771	4	1.292607	7	2.527662	7	1.962384	9	2.851491	1	0.430881
hsa-mir-510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-511-1	30	7.006728	30	13.963217	68	32.966836	14	8.246869	20	7.749898	23	11.416687	6	3.227238	15	5.89222	10	4.239722	29	9.759446	10	4.948783	39	13.446087	15	4.847277	14	5.055323	16	4.48545	35	11.089134	16	6.8941
hsa-mir-511-2	20	4.671152	18	8.37793	99	47.995835	22	12.959365	24	9.299878	17	8.438421	3	1.613619	23	9.034737	12	5.087667	26	8.749849	9	4.453904	24	8.274515	16	5.170429	11	3.97204	13	3.644428	45	14.257457	19	8.186744
hsa-mir-512-1	0	0	3	1.396322	1	0.484806	0	0	0	0	2	0.992755	0	0	0	0	1	0.423972	0	0	0	0	2	0.689543	0	0	0	0	1	0.280341	0	0	0	0
hsa-mir-512-2	0	0	0	0	2	0.969613	0	0	0	0	1	0.496378	0	0	0	0	1	0.423972	0	0	0	0	4	1.379086	0	0	0	0	0	0	1	0.316832	0	0
hsa-mir-513a-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-513a-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-513b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-513c	0	0	0	0	1	0.484806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-514-1	2	0.467115	0	0	0	0	0	0	3	1.162485	0	0	1	0.537873	5	1.964073	3	1.271917	1	0.336533	3	1.484635	1	0.344771	0	0	0	0	0	0	5	1.584162	0	0
hsa-mir-514-2	6	1.401346	0	0	2	0.969613	1	0.589062	1	0.387495	0	0	4	2.151492	3	1.178444	2	0.847944	1	0.336533	4	1.979513	1	0.344771	0	0	1	0.361095	2	0.560681	2	0.633665	0	0
hsa-mir-514-3	4	0.93423	0	0	0	0	0	0	0	0	1	0.496378	1	0.537873	1	0.392815	0	0	2	0.673065	3	1.484635	2	0.689543	0	0	3	1.083284	1	0.280341	9	2.851491	0	0
hsa-mir-514b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-515-1	0	0	0	0	1	0.484806	1	0.589062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-515-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344771	0	0	0	0	0	0	0	0	0	0
hsa-mir-516a-1	0	0	0	0	0	0	1	0.589062	1	0.387495	0	0	1	0.537873	1	0.392815	0	0	0	0	0	0	8	2.758172	0	0	1	0.361095	1	0.280341	0	0	1	0.430881
hsa-mir-516a-2	3	0.700673	0	0	0	0	2	1.178124	0	0	0	0	0	0	1	0.392815	2	0.847944	0	0	0	0	4	1.379086	0	0	0	0	1	0.280341	0	0	0	0
hsa-mir-516b-1	1	0.233558	2	0.930881	1	0.484806	1	0.589062	1	0.387495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-516b-2	0	0	0	0	0	0	0	0	0	0	0	0	1	0.537873	0	0	1	0.423972	0	0	0	0	1	0.344771	0	0	0	0	0	0	0	0	0	0
hsa-mir-517a	0	0	1	0.465441	5	2.424032	0	0	0	0	2	0.992755	2	1.075746	0	0	0	0	2	0.673065	1	0.494878	7	2.4134	0	0	2	0.722189	3	0.841022	0	0	0	0
hsa-mir-517b	0	0	1	0.465441	5	2.424032	0	0	0	0	2	0.992755	2	1.075746	0	0	0	0	2	0.673065	1	0.494878	7	2.4134	0	0	2	0.722189	3	0.841022	0	0	0	0
hsa-mir-517c	0	0	0	0	0	0	0	0	0	0	1	0.496378	0	0	0	0	0	0	0	0	0	0	3	1.034314	0	0	0	0	0	0	0	0	0	0
hsa-mir-518a-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.847944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-518a-2	0	0	1	0.465441	0	0	0	0	0	0	0	0	1	0.537873	0	0	0	0	0	0	0	0	3	1.034314	0	0	0	0	0	0	0	0	0	0
hsa-mir-518b	0	0	0	0	4	1.939226	1	0.589062	0	0	0	0	0	0	0	0	1	0.423972	0	0	0	0	0	0	0	0	0	0	4	1.121363	0	0	0	0
hsa-mir-518c	1	0.233558	0	0	1	0.484806	1	0.589062	2	0.77499	1	0.496378	0	0	0	0	0	0	5	1.682663	1	0.494878	8	2.758172	0	0	2	0.722189	2	0.560681	1	0.316832	1	0.430881
hsa-mir-518d	0	0	0	0	0	0	0	0	0	0	0	0	2	1.075746	0	0	0	0	0	0	0	0	1	0.344771	0	0	0	0	0	0	0	0	0	0
hsa-mir-518e	0	0	0	0	0	0	1	0.589062	0	0	0	0	0	0	1	0.392815	0	0	2	0.673065	0	0	1	0.344771	0	0	0	0	0	0	0	0	0	0
hsa-mir-518f	0	0	0	0	1	0.484806	0	0	1	0.387495	0	0	0	0	0	0	3	1.271917	0	0	0	0	7	2.4134	0	0	0	0	3	0.841022	0	0	2	0.861763
hsa-mir-519a-1	0	0	2	0.930881	0	0	2	1.178124	0	0	0	0	1	0.537873	2	0.785629	1	0.423972	1	0.336533	0	0	5	1.723857	0	0	1	0.361095	6	1.682044	0	0	1	0.430881
hsa-mir-519a-2	0	0	1	0.465441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.336533	1	0.494878	1	0.344771	0	0	1	0.361095	0	0	0	0	0	0
hsa-mir-519b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-519c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.336533	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-519d	0	0	0	0	0	0	0	0	0	0	1	0.496378	0	0	0	0	0	0	1	0.336533	0	0	2	0.689543	0	0	1	0.361095	0	0	1	0.316832	0	0
hsa-mir-519e	0	0	0	0	0	0	1	0.589062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-520a	2	0.467115	1	0.465441	0	0	0	0	1	0.387495	1	0.496378	1	0.537873	1	0.392815	2	0.847944	1	0.336533	1	0.494878	7	2.4134	0	0	4	1.444378	0	0	1	0.316832	0	0
hsa-mir-520b	0	0	1	0.465441	0	0	1	0.589062	0	0	0	0	1	0.537873	0	0	0	0	2	0.673065	1	0.494878	0	0	0	0	0	0	1	0.280341	0	0	0	0
hsa-mir-520c	0	0	0	0	0	0	1	0.589062	0	0	0	0	1	0.537873	0	0	0	0	1	0.336533	0	0	0	0	0	0	0	0	1	0.280341	0	0	0	0
hsa-mir-520d	0	0	0	0	0	0	0	0	1	0.387495	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344771	0	0	0	0	1	0.280341	1	0.316832	0	0
hsa-mir-520e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-520f	0	0	1	0.465441	2	0.969613	0	0	0	0	0	0	0	0	0	0	2	0.847944	0	0	0	0	1	0.344771	0	0	0	0	0	0	1	0.316832	0	0
hsa-mir-520g	0	0	2	0.930881	2	0.969613	0	0	1	0.387495	1	0.496378	0	0	0	0	0	0	3	1.009598	0	0	4	1.379086	0	0	0	0	0	0	2	0.633665	1	0.430881
hsa-mir-520h	0	0	1	0.465441	2	0.969613	0	0	1	0.387495	1	0.496378	1	0.537873	0	0	0	0	2	0.673065	0	0	1	0.344771	0	0	0	0	0	0	1	0.316832	1	0.430881
hsa-mir-521-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-521-2	1	0.233558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-522	0	0	0	0	0	0	0	0	0	0	1	0.496378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.361095	0	0	0	0	0	0
hsa-mir-523	0	0	0	0	0	0	0	0	0	0	0	0	1	0.537873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280341	0	0	0	0
hsa-mir-524	0	0	0	0	0	0	0	0	0	0	0	0	1	0.537873	0	0	1	0.423972	0	0	0	0	1	0.344771	0	0	0	0	0	0	0	0	0	0
hsa-mir-525	0	0	1	0.465441	0	0	0	0	3	1.162485	0	0	0	0	4	1.571259	1	0.423972	0	0	0	0	4	1.379086	0	0	0	0	0	0	1	0.316832	0	0
hsa-mir-526a-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-526a-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-526b	2	0.467115	5	2.327203	3	1.454419	5	2.94531	2	0.77499	1	0.496378	1	0.537873	0	0	2	0.847944	6	2.019196	0	0	10	3.447715	0	0	2	0.722189	5	1.401703	1	0.316832	5	2.154406
hsa-mir-527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.847944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-532	1616	377.429087	1591	740.51595	1934	937.615596	929	547.238654	1356	525.44311	1231	611.040929	577	310.35271	1403	551.118932	1510	640.19808	1194	401.819969	865	428.069693	1366	470.95783	1371	443.041104	1292	466.534121	1407	394.439275	1706	540.51605	1215	523.520731
hsa-mir-539	44	10.276535	22	10.239693	65	31.512417	16	9.424993	29	11.237353	18	8.934798	11	5.916603	75	29.461098	126	53.420502	29	9.759446	36	17.815617	22	7.584972	121	39.101367	119	42.970248	114	31.958833	43	13.623793	32	13.7882
hsa-mir-541	7	1.634903	1	0.465441	15	7.272096	3	1.767186	3	1.162485	2	0.992755	4	2.151492	7	2.749702	9	3.81575	1	0.336533	1	0.494878	1	0.344771	8	2.585214	14	5.055323	5	1.401703	2	0.633665	1	0.430881
hsa-mir-542	1766	412.462727	78	36.304365	155	75.144993	78	45.946841	248	96.09874	323	160.329992	557	299.595251	1594	626.146528	1914	811.482864	517	173.987373	868	429.554327	290	99.983727	2791	901.916646	2606	941.012321	1247	349.584773	528	167.2875	163	70.233645
hsa-mir-543	16	3.736922	4	1.861762	4	1.939226	3	1.767186	2	0.77499	2	0.992755	2	1.075746	7	2.749702	17	7.207528	4	1.346131	3	1.484635	2	0.689543	14	4.524125	17	6.138607	7	1.962384	5	1.584162	5	2.154406
hsa-mir-544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280341	0	0	0	0
hsa-mir-544b	0	0	0	0	0	0	0	0	0	0	1	0.496378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.361095	1	0.280341	0	0	0	0
hsa-mir-545	0	0	1	0.465441	3	1.454419	1	0.589062	0	0	1	0.496378	0	0	1	0.392815	0	0	0	0	2	0.989757	2	0.689543	0	0	4	1.444378	2	0.560681	1	0.316832	0	0
hsa-mir-548a-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548a-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548a-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344771	0	0	0	0	0	0	0	0	0	0
hsa-mir-548aa-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548aa-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548b	2	0.467115	1	0.465441	2	0.969613	0	0	2	0.77499	2	0.992755	9	4.840857	1	0.392815	1	0.423972	9	3.028794	0	0	4	1.379086	1	0.323152	8	2.888756	2	0.560681	4	1.26733	0	0
hsa-mir-548c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548d-1	0	0	1	0.465441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323152	0	0	0	0	0	0	0	0
hsa-mir-548d-2	0	0	1	0.465441	0	0	0	0	0	0	0	0	1	0.537873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280341	0	0	0	0
hsa-mir-548e	0	0	0	0	1	0.484806	0	0	0	0	3	1.489133	0	0	0	0	0	0	3	1.009598	4	1.979513	0	0	0	0	2	0.722189	1	0.280341	1	0.316832	2	0.861763
hsa-mir-548f-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548f-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548f-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548f-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548f-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548h-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548h-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548h-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548h-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548i-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548i-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548i-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548i-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548j	0	0	1	0.465441	1	0.484806	2	1.178124	1	0.387495	3	1.489133	2	1.075746	0	0	1	0.423972	0	0	0	0	0	0	2	0.646304	0	0	2	0.560681	0	0	0	0
hsa-mir-548k	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280341	0	0	0	0
hsa-mir-548l	1	0.233558	0	0	0	0	0	0	1	0.387495	0	0	0	0	1	0.392815	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280341	0	0	1	0.430881
hsa-mir-548m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548n	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548o	1	0.233558	1	0.465441	0	0	0	0	0	0	0	0	0	0	1	0.392815	1	0.423972	2	0.673065	0	0	2	0.689543	0	0	2	0.722189	0	0	0	0	1	0.430881
hsa-mir-548p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548q	1	0.233558	1	0.465441	1	0.484806	1	0.589062	1	0.387495	0	0	0	0	1	0.392815	0	0	0	0	0	0	0	0	1	0.323152	0	0	1	0.280341	0	0	1	0.430881
hsa-mir-548s	1	0.233558	0	0	0	0	1	0.589062	1	0.387495	0	0	1	0.537873	2	0.785629	0	0	2	0.673065	2	0.989757	0	0	1	0.323152	1	0.361095	1	0.280341	0	0	0	0
hsa-mir-548t	0	0	0	0	0	0	0	0	2	0.77499	0	0	0	0	1	0.392815	1	0.423972	0	0	1	0.494878	1	0.344771	0	0	1	0.361095	0	0	0	0	0	0
hsa-mir-548u	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548v	1	0.233558	0	0	1	0.484806	1	0.589062	4	1.54998	2	0.992755	2	1.075746	2	0.785629	3	1.271917	5	1.682663	5	2.474391	1	0.344771	2	0.646304	0	0	6	1.682044	5	1.584162	1	0.430881
hsa-mir-548w	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548x	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548y	1	0.233558	0	0	1	0.484806	0	0	0	0	1	0.496378	0	0	0	0	0	0	0	0	0	0	1	0.344771	0	0	0	0	0	0	0	0	1	0.430881
hsa-mir-548z	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-550a-1	3	0.700673	24	11.170574	23	11.150547	1	0.589062	6	2.32497	6	2.978266	0	0	4	1.571259	9	3.81575	6	2.019196	2	0.989757	7	2.4134	1	0.323152	4	1.444378	7	1.962384	8	2.534659	1	0.430881
hsa-mir-550a-2	5	1.167788	20	9.308811	20	9.696128	5	2.94531	3	1.162485	5	2.481888	1	0.537873	1	0.392815	5	2.119861	5	1.682663	1	0.494878	11	3.792486	7	2.262063	5	1.805473	7	1.962384	12	3.801989	3	1.292644
hsa-mir-550b-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-550b-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-551a	0	0	0	0	1	0.484806	1	0.589062	0	0	1	0.496378	0	0	2	0.785629	0	0	2	0.673065	0	0	0	0	0	0	1	0.361095	1	0.280341	1	0.316832	0	0
hsa-mir-551b	2	0.467115	24	11.170574	67	32.482029	12	7.068745	5	1.937475	7	3.474644	3	1.613619	1	0.392815	4	1.695889	16	5.384522	1	0.494878	16	5.516344	2	0.646304	3	1.083284	14	3.924769	0	0	7	3.016169
hsa-mir-552	0	0	0	0	2	0.969613	0	0	1	0.387495	0	0	1	0.537873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280341	2	0.633665	0	0
hsa-mir-553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-556	2	0.467115	0	0	0	0	0	0	1	0.387495	0	0	3	1.613619	2	0.785629	2	0.847944	2	0.673065	1	0.494878	3	1.034314	3	0.969455	2	0.722189	3	0.841022	0	0	0	0
hsa-mir-557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
